sector0_superlayer0_layer0_paddle1  |         ahdc_mother  |ATOFpaddle1 sector0 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm      77.000000*mm      -3.929620*mm      80.000000*mm      -4.086845*mm      80.000000*mm       4.086845*mm      77.000000*mm       3.929620*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 0 layer manual 0 paddle manual 1 order manual 0 
sector0_superlayer1_layer8_paddle4  |         ahdc_mother  |ATOFpaddle4 sector0 superlayer1 layer8  |                 0.0000*mm   0.0000*mm  98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      77.347426*mm      20.834539*mm      96.692454*mm      26.018024*mm      93.518849*mm      35.785375*mm      74.821617*mm      28.608180*mm      77.347426*mm      20.834539*mm      96.692454*mm      26.018024*mm      93.518849*mm      35.785375*mm      74.821617*mm      28.608180*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 1 layer manual 8 paddle manual 4 order manual 0 
sector0_superlayer1_layer9_paddle1  |         ahdc_mother  |ATOFpaddle1 sector0 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      80.000000*mm      -4.086845*mm     100.000000*mm      -5.135000*mm     100.000000*mm       5.135000*mm      80.000000*mm       4.086845*mm      80.000000*mm      -4.086845*mm     100.000000*mm      -5.135000*mm     100.000000*mm       5.135000*mm      80.000000*mm       4.086845*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 1 layer manual 9 paddle manual 1 order manual 0 
sector0_superlayer1_layer9_paddle2  |         ahdc_mother  |ATOFpaddle2 sector0 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.988943*mm       4.297820*mm      99.988943*mm       5.345976*mm      98.915436*mm      15.559716*mm      79.134560*mm      12.426734*mm      79.988943*mm       4.297820*mm      99.988943*mm       5.345976*mm      98.915436*mm      15.559716*mm      79.134560*mm      12.426734*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 1 layer manual 9 paddle manual 2 order manual 0 
sector0_superlayer1_layer9_paddle3  |         ahdc_mother  |ATOFpaddle3 sector0 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      79.101511*mm      12.635398*mm      98.882387*mm      15.768381*mm      96.747134*mm      25.813957*mm      77.402105*mm      20.630473*mm      79.101511*mm      12.635398*mm      98.882387*mm      15.768381*mm      96.747134*mm      25.813957*mm      77.402105*mm      20.630473*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 1 layer manual 9 paddle manual 3 order manual 0 
sector0_superlayer1_layer9_paddle4  |         ahdc_mother  |ATOFpaddle4 sector0 superlayer1 layer9  |                 0.0000*mm   0.0000*mm 126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      77.347426*mm      20.834539*mm      96.692454*mm      26.018024*mm      93.518849*mm      35.785375*mm      74.821617*mm      28.608180*mm      77.347426*mm      20.834539*mm      96.692454*mm      26.018024*mm      93.518849*mm      35.785375*mm      74.821617*mm      28.608180*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 0 superlayer manual 1 layer manual 9 paddle manual 4 order manual 0 
sector1_superlayer0_layer0_paddle5  |         ahdc_mother  |ATOFpaddle5 sector1 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      71.941321*mm      27.728835*mm      74.745906*mm      28.805413*mm      71.421367*mm      36.272450*mm      68.744680*mm      34.908608*mm      71.941321*mm      27.728835*mm      74.745906*mm      28.805413*mm      71.421367*mm      36.272450*mm      68.744680*mm      34.908608*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 0 layer manual 0 paddle manual 5 order manual 0 
sector1_superlayer0_layer0_paddle6  |         ahdc_mother  |ATOFpaddle6 sector1 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      68.648766*mm      35.096849*mm      71.325455*mm      36.460688*mm      67.238610*mm      43.539312*mm      64.719146*mm      41.903151*mm      68.648766*mm      35.096849*mm      71.325455*mm      36.460688*mm      67.238610*mm      43.539312*mm      64.719146*mm      41.903151*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 0 layer manual 0 paddle manual 6 order manual 0 
sector1_superlayer0_layer0_paddle7  |         ahdc_mother  |ATOFpaddle7 sector1 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      64.604081*mm      42.080335*mm      67.123547*mm      43.716493*mm      62.319172*mm      50.329147*mm      59.984536*mm      48.438594*mm      64.604081*mm      42.080335*mm      67.123547*mm      43.716493*mm      62.319172*mm      50.329147*mm      59.984536*mm      48.438594*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 0 layer manual 0 paddle manual 7 order manual 0 
sector1_superlayer0_layer0_paddle8  |         ahdc_mother  |ATOFpaddle8 sector1 superlayer0 layer0  |                 0.0000*mm   0.0000*mm   0.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | ff11aa   |       G4GenericTrap  |139.8500*mm      59.851581*mm      48.602780*mm      62.186219*mm      50.493331*mm      56.716953*mm      56.567566*mm      54.592723*mm      54.443333*mm      59.851581*mm      48.602780*mm      62.186219*mm      50.493331*mm      56.716953*mm      56.567566*mm      54.592723*mm      54.443333*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 0 layer manual 0 paddle manual 8 order manual 0 
sector1_superlayer1_layer0_paddle5  |         ahdc_mother  |ATOFpaddle5 sector1 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      74.745906*mm      28.805413*mm      93.443138*mm      35.982608*mm      89.265953*mm      45.364720*mm      71.421367*mm      36.272450*mm      74.745906*mm      28.805413*mm      93.443138*mm      35.982608*mm      89.265953*mm      45.364720*mm      71.421367*mm      36.272450*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 0 paddle manual 5 order manual 0 
sector1_superlayer1_layer0_paddle6  |         ahdc_mother  |ATOFpaddle6 sector1 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      71.325455*mm      36.460688*mm      89.170040*mm      45.552960*mm      84.035040*mm      54.447040*mm      67.238610*mm      43.539312*mm      71.325455*mm      36.460688*mm      89.170040*mm      45.552960*mm      84.035040*mm      54.447040*mm      67.238610*mm      43.539312*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 0 paddle manual 6 order manual 0 
sector1_superlayer1_layer0_paddle7  |         ahdc_mother  |ATOFpaddle7 sector1 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.123547*mm      43.716493*mm      83.919977*mm      54.624223*mm      77.883422*mm      62.932827*mm      62.319172*mm      50.329147*mm      67.123547*mm      43.716493*mm      83.919977*mm      54.624223*mm      77.883422*mm      62.932827*mm      62.319172*mm      50.329147*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 0 paddle manual 7 order manual 0 
sector1_superlayer1_layer0_paddle8  |         ahdc_mother  |ATOFpaddle8 sector1 superlayer1 layer0  |                0.0000*mm   0.0000*mm -126.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.186219*mm      50.493331*mm      77.750468*mm      63.097012*mm      70.878497*mm      70.729109*mm      56.716953*mm      56.567566*mm      62.186219*mm      50.493331*mm      77.750468*mm      63.097012*mm      70.878497*mm      70.729109*mm      56.716953*mm      56.567566*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 0 paddle manual 8 order manual 0 
sector1_superlayer1_layer1_paddle5  |         ahdc_mother  |ATOFpaddle5 sector1 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      74.745906*mm      28.805413*mm      93.443138*mm      35.982608*mm      89.265953*mm      45.364720*mm      71.421367*mm      36.272450*mm      74.745906*mm      28.805413*mm      93.443138*mm      35.982608*mm      89.265953*mm      45.364720*mm      71.421367*mm      36.272450*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 1 paddle manual 5 order manual 0 
sector1_superlayer1_layer1_paddle6  |         ahdc_mother  |ATOFpaddle6 sector1 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      71.325455*mm      36.460688*mm      89.170040*mm      45.552960*mm      84.035040*mm      54.447040*mm      67.238610*mm      43.539312*mm      71.325455*mm      36.460688*mm      89.170040*mm      45.552960*mm      84.035040*mm      54.447040*mm      67.238610*mm      43.539312*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 1 paddle manual 6 order manual 0 
sector1_superlayer1_layer1_paddle7  |         ahdc_mother  |ATOFpaddle7 sector1 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.123547*mm      43.716493*mm      83.919977*mm      54.624223*mm      77.883422*mm      62.932827*mm      62.319172*mm      50.329147*mm      67.123547*mm      43.716493*mm      83.919977*mm      54.624223*mm      77.883422*mm      62.932827*mm      62.319172*mm      50.329147*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 1 paddle manual 7 order manual 0 
sector1_superlayer1_layer1_paddle8  |         ahdc_mother  |ATOFpaddle8 sector1 superlayer1 layer1  |                 0.0000*mm   0.0000*mm -98.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.186219*mm      50.493331*mm      77.750468*mm      63.097012*mm      70.878497*mm      70.729109*mm      56.716953*mm      56.567566*mm      62.186219*mm      50.493331*mm      77.750468*mm      63.097012*mm      70.878497*mm      70.729109*mm      56.716953*mm      56.567566*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 1 paddle manual 8 order manual 0 
sector1_superlayer1_layer2_paddle5  |         ahdc_mother  |ATOFpaddle5 sector1 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      74.745906*mm      28.805413*mm      93.443138*mm      35.982608*mm      89.265953*mm      45.364720*mm      71.421367*mm      36.272450*mm      74.745906*mm      28.805413*mm      93.443138*mm      35.982608*mm      89.265953*mm      45.364720*mm      71.421367*mm      36.272450*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 2 paddle manual 5 order manual 0 
sector1_superlayer1_layer2_paddle6  |         ahdc_mother  |ATOFpaddle6 sector1 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      71.325455*mm      36.460688*mm      89.170040*mm      45.552960*mm      84.035040*mm      54.447040*mm      67.238610*mm      43.539312*mm      71.325455*mm      36.460688*mm      89.170040*mm      45.552960*mm      84.035040*mm      54.447040*mm      67.238610*mm      43.539312*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 2 paddle manual 6 order manual 0 
sector1_superlayer1_layer2_paddle7  |         ahdc_mother  |ATOFpaddle7 sector1 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      67.123547*mm      43.716493*mm      83.919977*mm      54.624223*mm      77.883422*mm      62.932827*mm      62.319172*mm      50.329147*mm      67.123547*mm      43.716493*mm      83.919977*mm      54.624223*mm      77.883422*mm      62.932827*mm      62.319172*mm      50.329147*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 2 paddle manual 7 order manual 0 
sector1_superlayer1_layer2_paddle8  |         ahdc_mother  |ATOFpaddle8 sector1 superlayer1 layer2  |                 0.0000*mm   0.0000*mm -70.0000*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | 00aa00   |       G4GenericTrap  |13.8500*mm      62.186219*mm      50.493331*mm      77.750468*mm      63.097012*mm      70.878497*mm      70.729109*mm      56.716953*mm      56.567566*mm      62.186219*mm      50.493331*mm      77.750468*mm      63.097012*mm      70.878497*mm      70.729109*mm      56.716953*mm      56.567566*mm  |        scintillator  |                  no  |     1   |     1   |     1   |   1   |   1   |             alrttof  |             alrttof  |sector manual 1 superlayer manual 1 layer manual 2 paddle manual 8 order manual 0 
