    htccBigGasVolume  |                root  |volume containing cherenkov gas  |                                             0 0 0  |                                   0 0 0  |ee99ff5   |            Polycone  |0*deg 360*deg 4*counts 0*mm 15.8*mm 91.5*mm 150*mm 1742*mm 2300*mm 2300*mm 1589*mm -275*mm 181*mm 1046*mm 1740*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_2_sector5_1  |                htcc  |       htcc wc 2, sector5 left  |-1293.963*mm      -1293.9628*mm       487.29704*mm  |39.657212*deg       -32.54577*deg               0*deg  |80ff802   |Operation: wc_2_sector5_1outer - wc_2_sector5_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_2_sector4_2inner  |                htcc  | htcc wc 2, sector4 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_2_sector4_2outer  |                htcc  | htcc wc 2, sector4 rightouter  |-1767.5862*mm      -473.62338*mm       487.29704*mm  |16.878826*deg       -47.29745*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_2_sector4_2  |                htcc  |      htcc wc 2, sector4 right  |-1767.5862*mm      -473.62338*mm       487.29704*mm  |16.878826*deg       -47.29745*deg               0*deg  |ff80802   |Operation: wc_2_sector4_2outer - wc_2_sector4_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_1_sector5_1  |                htcc  |      htcc pmt 1, sector5 left  |-1377.6531*mm      -1377.6529*mm       707.08098*mm  |-124.61974*deg       39.452311*deg               0*deg  | f0f0f0   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 5 ring manual 1 half manual 1 
     pmt_1_sector4_2  |                htcc  |     htcc pmt 1, sector4 right  |-1881.909*mm      -504.25611*mm       707.08098*mm  |-152.06786*deg       60.229617*deg               0*deg  | 8080ff   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 4 ring manual 1 half manual 2 
 wc_1_sector5_1inner  |                htcc  |  htcc wc 1, sector5 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_1_sector5_1outer  |                htcc  |  htcc wc 1, sector5 leftouter  |-1316.1747*mm      -1316.1744*mm       749.52343*mm  |55.380261*deg      -39.452311*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_1_sector5_1  |                htcc  |       htcc wc 1, sector5 left  |-1316.1747*mm      -1316.1744*mm       749.52343*mm  |55.380261*deg      -39.452311*deg               0*deg  |f0f0f02   |Operation: wc_1_sector5_1outer - wc_1_sector5_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_1_sector4_2inner  |                htcc  | htcc wc 1, sector4 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_1_sector4_2outer  |                htcc  | htcc wc 1, sector4 rightouter  |-1797.9278*mm       -481.7535*mm       749.52343*mm  |27.932142*deg      -60.229617*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_1_sector4_2  |                htcc  |      htcc wc 1, sector4 right  |-1797.9278*mm       -481.7535*mm       749.52343*mm  |27.932142*deg      -60.229617*deg               0*deg  |8080ff2   |Operation: wc_1_sector4_2outer - wc_1_sector4_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_4_sector6_1  |                htcc  |      htcc pmt 4, sector6 left  |417.60646*mm      -1558.5278*mm      -63.469128*mm  |-162.04762*deg      -4.7212992*deg               0*deg  | 80ff80   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 4 half manual 1 
     pmt_4_sector5_2  |                htcc  |     htcc pmt 4, sector5 right  |-417.60646*mm      -1558.5278*mm      -63.469128*mm  |-162.04762*deg       4.7212992*deg               0*deg  | ff8080   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 5 ring manual 4 half manual 2 
 wc_4_sector6_1inner  |                htcc  |  htcc wc 4, sector6 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_4_sector6_1outer  |                htcc  |  htcc wc 4, sector6 leftouter  |409.64307*mm      -1528.8081*mm        28.25812*mm  |17.952376*deg       4.7212992*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_4_sector6_1  |                htcc  |       htcc wc 4, sector6 left  |409.64307*mm      -1528.8081*mm        28.25812*mm  |17.952376*deg       4.7212992*deg               0*deg  |80ff802   |Operation: wc_4_sector6_1outer - wc_4_sector6_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_4_sector5_2inner  |                htcc  | htcc wc 4, sector5 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_4_sector5_2outer  |                htcc  | htcc wc 4, sector5 rightouter  |-409.64307*mm      -1528.8081*mm        28.25812*mm  |17.952376*deg      -4.7212992*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_4_sector5_2  |                htcc  |      htcc wc 4, sector5 right  |-409.64307*mm      -1528.8081*mm        28.25812*mm  |17.952376*deg      -4.7212992*deg               0*deg  |ff80802   |Operation: wc_4_sector5_2outer - wc_4_sector5_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_3_sector6_1  |                htcc  |      htcc pmt 3, sector6 left  |463.16694*mm      -1728.5611*mm       162.09428*mm  |-146.59016*deg       -8.392807*deg               0*deg  | f0f0f0   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 3 half manual 1 
     pmt_3_sector5_2  |                htcc  |     htcc pmt 3, sector5 right  |-463.16694*mm      -1728.5611*mm       162.09428*mm  |-146.59016*deg        8.392807*deg               0*deg  | 8080ff   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 5 ring manual 3 half manual 2 
 wc_3_sector6_1inner  |                htcc  |  htcc wc 3, sector6 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_3_sector6_1outer  |                htcc  |  htcc wc 3, sector6 leftouter  |449.04543*mm      -1675.8588*mm       241.99168*mm  |33.409841*deg        8.392807*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_3_sector6_1  |                htcc  |       htcc wc 3, sector6 left  |449.04543*mm      -1675.8588*mm       241.99168*mm  |33.409841*deg        8.392807*deg               0*deg  |f0f0f02   |Operation: wc_3_sector6_1outer - wc_3_sector6_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_3_sector5_2inner  |                htcc  | htcc wc 3, sector5 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_3_sector5_2outer  |                htcc  | htcc wc 3, sector5 rightouter  |-449.04543*mm      -1675.8588*mm       241.99168*mm  |33.409841*deg       -8.392807*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_3_sector5_2  |                htcc  |      htcc wc 3, sector5 right  |-449.04543*mm      -1675.8588*mm       241.99168*mm  |33.409841*deg       -8.392807*deg               0*deg  |8080ff2   |Operation: wc_3_sector5_2outer - wc_3_sector5_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_2_sector6_1  |                htcc  |      htcc pmt 2, sector6 left  |492.67437*mm      -1838.6863*mm       424.50853*mm  |-131.44772*deg      -11.356395*deg               0*deg  | 80ff80   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 2 half manual 1 
     pmt_2_sector5_2  |                htcc  |     htcc pmt 2, sector5 right  |-492.67437*mm      -1838.6863*mm       424.50853*mm  |-131.44772*deg       11.356395*deg               0*deg  | ff8080   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 5 ring manual 2 half manual 2 
 wc_2_sector6_1inner  |                htcc  |  htcc wc 2, sector6 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_2_sector6_1outer  |                htcc  |  htcc wc 2, sector6 leftouter  | 473.6232*mm      -1767.5862*mm       487.29704*mm  |48.552284*deg       11.356395*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_2_sector6_1  |                htcc  |       htcc wc 2, sector6 left  | 473.6232*mm      -1767.5862*mm       487.29704*mm  |48.552284*deg       11.356395*deg               0*deg  |80ff802   |Operation: wc_2_sector6_1outer - wc_2_sector6_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_2_sector5_2inner  |                htcc  | htcc wc 2, sector5 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_2_sector5_2outer  |                htcc  | htcc wc 2, sector5 rightouter  |-473.6232*mm      -1767.5862*mm       487.29704*mm  |48.552284*deg      -11.356395*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_2_sector5_2  |                htcc  |      htcc wc 2, sector5 right  |-473.6232*mm      -1767.5862*mm       487.29704*mm  |48.552284*deg      -11.356395*deg               0*deg  |ff80802   |Operation: wc_2_sector5_2outer - wc_2_sector5_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_1_sector6_1  |                htcc  |      htcc pmt 1, sector6 left  |504.25588*mm       -1881.909*mm       707.08098*mm  |-116.81116*deg      -13.449397*deg               0*deg  | f0f0f0   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 1 half manual 1 
     pmt_1_sector5_2  |                htcc  |     htcc pmt 1, sector5 right  |-504.25588*mm       -1881.909*mm       707.08098*mm  |-116.81116*deg       13.449397*deg               0*deg  | 8080ff   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 5 ring manual 1 half manual 2 
 wc_1_sector6_1inner  |                htcc  |  htcc wc 1, sector6 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_1_sector6_1outer  |                htcc  |  htcc wc 1, sector6 leftouter  |481.75313*mm      -1797.9279*mm       749.52343*mm  |63.188841*deg       13.449397*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_1_sector6_1  |                htcc  |       htcc wc 1, sector6 left  |481.75313*mm      -1797.9279*mm       749.52343*mm  |63.188841*deg       13.449397*deg               0*deg  |f0f0f02   |Operation: wc_1_sector6_1outer - wc_1_sector6_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_1_sector5_2inner  |                htcc  | htcc wc 1, sector5 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_1_sector5_2outer  |                htcc  | htcc wc 1, sector5 rightouter  |-481.75313*mm      -1797.9279*mm       749.52343*mm  |63.188841*deg      -13.449397*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_1_sector5_2  |                htcc  |      htcc wc 1, sector5 right  |-481.75313*mm      -1797.9279*mm       749.52343*mm  |63.188841*deg      -13.449397*deg               0*deg  |8080ff2   |Operation: wc_1_sector5_2outer - wc_1_sector5_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_4_sector1_1  |                htcc  |      htcc pmt 4, sector1 left  |1558.5279*mm      -417.60608*mm      -63.469128*mm  |-175.03827*deg      -17.889404*deg               0*deg  | 80ff80   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 1 ring manual 4 half manual 1 
     pmt_4_sector6_2  |                htcc  |     htcc pmt 4, sector6 right  |1140.9214*mm      -1140.9217*mm      -63.469128*mm  |-166.65685*deg       -12.99533*deg               0*deg  | ff8080   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 4 half manual 2 
 wc_4_sector1_1inner  |                htcc  |  htcc wc 4, sector1 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_4_sector1_1outer  |                htcc  |  htcc wc 4, sector1 leftouter  |1528.8081*mm      -409.64272*mm        28.25812*mm  |4.961727*deg       17.889404*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_4_sector1_1  |                htcc  |       htcc wc 4, sector1 left  |1528.8081*mm      -409.64272*mm        28.25812*mm  |4.961727*deg       17.889404*deg               0*deg  |80ff802   |Operation: wc_4_sector1_1outer - wc_4_sector1_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_4_sector6_2inner  |                htcc  | htcc wc 4, sector6 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_4_sector6_2outer  |                htcc  | htcc wc 4, sector6 rightouter  |1119.1651*mm      -1119.1653*mm        28.25812*mm  |13.343154*deg        12.99533*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_4_sector6_2  |                htcc  |      htcc wc 4, sector6 right  |1119.1651*mm      -1119.1653*mm        28.25812*mm  |13.343154*deg        12.99533*deg               0*deg  |ff80802   |Operation: wc_4_sector6_2outer - wc_4_sector6_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_3_sector1_1  |                htcc  |      htcc pmt 3, sector1 left  |1728.5613*mm      -463.16621*mm       162.09428*mm  |-169.97669*deg      -33.006017*deg               0*deg  | f0f0f0   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 1 ring manual 3 half manual 1 
     pmt_3_sector6_2  |                htcc  |     htcc pmt 3, sector6 right  |1265.3943*mm      -1265.3949*mm       162.09428*mm  |-154.2251*deg        -23.5012*deg               0*deg  | 8080ff   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 3 half manual 2 
 wc_3_sector1_1inner  |                htcc  |  htcc wc 3, sector1 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_3_sector1_1outer  |                htcc  |  htcc wc 3, sector1 leftouter  | 1675.859*mm      -449.04463*mm       241.99168*mm  |10.023305*deg       33.006017*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_3_sector1_1  |                htcc  |       htcc wc 3, sector1 left  | 1675.859*mm      -449.04463*mm       241.99168*mm  |10.023305*deg       33.006017*deg               0*deg  |f0f0f02   |Operation: wc_3_sector1_1outer - wc_3_sector1_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_3_sector6_2inner  |                htcc  | htcc wc 3, sector6 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_3_sector6_2outer  |                htcc  | htcc wc 3, sector6 rightouter  |1226.8135*mm      -1226.8141*mm       241.99168*mm  |25.774901*deg         23.5012*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_3_sector6_2  |                htcc  |      htcc wc 3, sector6 right  |1226.8135*mm      -1226.8141*mm       241.99168*mm  |25.774901*deg         23.5012*deg               0*deg  |8080ff2   |Operation: wc_3_sector6_2outer - wc_3_sector6_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_2_sector1_1  |                htcc  |      htcc pmt 2, sector1 left  |1838.6863*mm      -492.67465*mm       424.50853*mm  |-163.12117*deg       -47.29745*deg               0*deg  | 80ff80   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 1 ring manual 2 half manual 1 
     pmt_2_sector6_2  |                htcc  |     htcc pmt 2, sector6 right  |1346.0119*mm      -1346.0117*mm       424.50853*mm  |-140.34279*deg       -32.54577*deg               0*deg  | ff8080   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 2 half manual 2 
 wc_2_sector1_1inner  |                htcc  |  htcc wc 2, sector1 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_2_sector1_1outer  |                htcc  |  htcc wc 2, sector1 leftouter  |1767.5862*mm      -473.62338*mm       487.29704*mm  |16.878826*deg        47.29745*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_2_sector1_1  |                htcc  |       htcc wc 2, sector1 left  |1767.5862*mm      -473.62338*mm       487.29704*mm  |16.878826*deg        47.29745*deg               0*deg  |80ff802   |Operation: wc_2_sector1_1outer - wc_2_sector1_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_2_sector6_2inner  |                htcc  | htcc wc 2, sector6 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_2_sector6_2outer  |                htcc  | htcc wc 2, sector6 rightouter  | 1293.963*mm      -1293.9628*mm       487.29704*mm  |39.657212*deg        32.54577*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_2_sector6_2  |                htcc  |      htcc wc 2, sector6 right  | 1293.963*mm      -1293.9628*mm       487.29704*mm  |39.657212*deg        32.54577*deg               0*deg  |ff80802   |Operation: wc_2_sector6_2outer - wc_2_sector6_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_1_sector1_1  |                htcc  |      htcc pmt 1, sector1 left  | 1881.909*mm      -504.25611*mm       707.08098*mm  |-152.06786*deg      -60.229617*deg               0*deg  | f0f0f0   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 1 ring manual 1 half manual 1 
     pmt_1_sector6_2  |                htcc  |     htcc pmt 1, sector6 right  |1377.6531*mm      -1377.6529*mm       707.08098*mm  |-124.61974*deg      -39.452311*deg               0*deg  | 8080ff   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 6 ring manual 1 half manual 2 
 wc_1_sector1_1inner  |                htcc  |  htcc wc 1, sector1 leftinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_1_sector1_1outer  |                htcc  |  htcc wc 1, sector1 leftouter  |1797.9278*mm       -481.7535*mm       749.52343*mm  |27.932142*deg       60.229617*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_1_sector1_1  |                htcc  |       htcc wc 1, sector1 left  |1797.9278*mm       -481.7535*mm       749.52343*mm  |27.932142*deg       60.229617*deg               0*deg  |f0f0f02   |Operation: wc_1_sector1_1outer - wc_1_sector1_1inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
 wc_1_sector6_2inner  |                htcc  | htcc wc 1, sector6 rightinner  |                                             0 0 0  |                                   0 0 0  | 999999   |          Paraboloid  |                   125.25*mm    51.338961*mm    76.723114*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
 wc_1_sector6_2outer  |                htcc  | htcc wc 1, sector6 rightouter  |1316.1747*mm      -1316.1744*mm       749.52343*mm  |55.380261*deg       39.452311*deg               0*deg  | 999999   |          Paraboloid  |                    95.25*mm           56*mm      75.1426*mm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
      wc_1_sector6_2  |                htcc  |      htcc wc 1, sector6 right  |1316.1747*mm      -1316.1744*mm       749.52343*mm  |55.380261*deg       39.452311*deg               0*deg  |8080ff2   |Operation: wc_1_sector6_2outer - wc_1_sector6_2inner  |                                                           0  |               G4_Al  |                  no  |     1   |     1   |     1   |   0   |   0   | mirror: htcc_AlMgF2  |              mirror  |                             id manual 1 
     pmt_4_sector2_1  |                htcc  |      htcc pmt 4, sector2 left  |1140.9214*mm       1140.9217*mm      -63.469128*mm  |166.65685*deg       -12.99533*deg               0*deg  | 80ff80   |                Tube  |                             0*mm 55*mm 1.5*mm 0*deg 360*deg  |       HTCCPMTQuartz  |                  no  |     1   |     1   |     1   |   1   |   1   |                htcc  |                htcc  |sector manual 2 ring manual 4 half manual 1 
